"ensembl.gene.id","ensembl.transcript.id","chromosome.name","gene.start","gene.end","strand","transcript.start","transcript.end.","gene.name","transcript.count","gc.content","gene.type","transcript.type","gene.length","transcript.length"
"ENSG00000178457","ENST00000324988",21,28013363,28023233,1,28013363,28023233,"LINC00314",1,39.89,"lincRNA","lincRNA",9870,9870
"ENSG00000183486","ENST00000330714",21,41361943,41409390,1,41361943,41408943,"MX2",13,49.71,"protein_coding","protein_coding",47447,47000
"ENSG00000141959","ENST00000349048",21,44300051,44327376,1,44300051,44327376,"PFKL",12,63.48,"protein_coding","protein_coding",27325,27325
"ENSG00000230972","ENST00000421604",21,23065491,23131206,1,23065491,23131206,"AP001255.2",1,33.77,"lincRNA","lincRNA",65715,65715
"ENSG00000275895","ENST00000624739",21,6484623,6499261,-1,6484661,6499261,"U2AF1L5",11,43.61,"protein_coding","retained_intron",14638,14600
"ENSG00000226996","ENST00000434859",21,24043257,24050286,1,24043257,24050286,"AP000477.3",2,35.43,"lincRNA","lincRNA",7029,7029
"ENSG00000237484","ENST00000415182",21,24428740,24547942,1,24428781,24547942,"AP000476.1",3,34.59,"lincRNA","lincRNA",119202,119161
"ENSG00000232193","ENST00000440372",21,18917934,18935859,-1,18917934,18935859,"AL157359.4",1,35.35,"lincRNA","lincRNA",17925,17925
"ENSG00000239930","ENST00000416179",21,42496539,42497443,1,42496539,42497443,"AP001625.4",1,56.8,"sense_intronic","sense_intronic",904,904
"ENSG00000237664","ENST00000416722",21,45338590,45341990,-1,45338590,45341990,"LINC00316",1,45.84,"lincRNA","lincRNA",3400,3400
"ENSG00000229382","ENST00000445242",21,45336707,45338665,1,45336707,45338665,"BX322557.13",1,52.12,"lincRNA","lincRNA",1958,1958
"ENSG00000274225","ENST00000617205",21,44477850,44478493,1,44477850,44478493,"KB-68A7.1",1,49.84,"lincRNA","lincRNA",643,643
"ENSG00000184724","ENST00000329122",21,30613431,30613930,-1,30613431,30613930,"KRTAP6-1",1,49,"protein_coding","protein_coding",499,499
"ENSG00000214889","ENST00000419943",21,36132450,36133032,1,36132450,36133032,"RPS9P1",1,54.2,"processed_pseudogene","processed_pseudogene",582,582
"ENSG00000238257","ENST00000424582",21,30762682,30762882,-1,30762682,30762882,"AP000244.11",1,46.27,"unprocessed_pseudogene","unprocessed_pseudogene",200,200
"ENSG00000214914","ENST00000453844",21,36016079,36016546,-1,36016079,36016546,"RPL23AP3",1,48.29,"processed_pseudogene","processed_pseudogene",467,467
"ENSG00000157538","ENST00000399000",21,37223420,37267919,-1,37223420,37267919,"DSCR3",13,44.22,"protein_coding","processed_transcript",44499,44499
"ENSG00000160182","ENST00000291527",21,42362282,42366594,-1,42362282,42366594,"TFF1",1,53.81,"protein_coding","protein_coding",4312,4312
"ENSG00000243927","ENST00000488492",21,34073224,34143034,1,34073224,34143034,"MRPS6",5,40.3,"protein_coding","processed_transcript",69810,69810
"ENSG00000198743","ENST00000381151",21,34073570,34106262,1,34073570,34106262,"SLC5A3",1,39.03,"protein_coding","protein_coding",32692,32692
"ENSG00000224598","ENST00000415238",21,34135432,34136071,-1,34135432,34136071,"RPS5P2",1,53.91,"processed_pseudogene","processed_pseudogene",639,639
"ENSG00000185437","ENST00000380637",21,39445855,39515506,1,39445855,39515506,"SH3BGR",9,40.49,"protein_coding","protein_coding",69651,69651
"ENSG00000242553","ENST00000440629",21,37221419,37237744,1,37221419,37237744,"AP001432.14",1,46.67,"lincRNA","lincRNA",16325,16325
"ENSG00000160255","ENST00000397850",21,44885953,44931989,-1,44885953,44928873,"ITGB2",24,57.45,"protein_coding","protein_coding",46036,42920
"ENSG00000279493","ENST00000624081",21,5011799,5017145,1,5011799,5017145,"CH507-9B2.2",1,60.5,"protein_coding","protein_coding",5346,5346
"ENSG00000223901","ENST00000626933",21,46220269,46225364,1,46220344,46225364,"AP001469.5",2,52.83,"antisense","antisense",5095,5020
"ENSG00000228404","ENST00000415026",21,46185079,46188941,1,46185079,46188941,"AP001468.58",1,44.89,"antisense","antisense",3862,3862
"ENSG00000237202","ENST00000424255",21,13120244,13120807,1,13120244,13120807,"AJ239321.3",1,42.55,"processed_pseudogene","processed_pseudogene",563,563
"ENSG00000277117","ENST00000620481",21,5022493,5040666,1,5022493,5040666,"CH507-9B2.1",5,58.05,"protein_coding","protein_coding",18173,18173
"ENSG00000175302","ENST00000451052",21,13384249,13427773,-1,13384249,13427773,"ANKRD30BP1",1,34.64,"unprocessed_pseudogene","unprocessed_pseudogene",43524,43524
"ENSG00000154640","ENST00000348354",21,17593653,17612947,-1,17593653,17612947,"BTG3",6,37.74,"protein_coding","protein_coding",19294,19294
"ENSG00000160223","ENST00000407780",21,44222991,44240966,-1,44222991,44240945,"ICOSLG",4,57.74,"protein_coding","protein_coding",17975,17954
"ENSG00000229761","ENST00000434853",21,35724747,35725100,-1,35724747,35725100,"RPS20P1",1,43.79,"processed_pseudogene","processed_pseudogene",353,353
"ENSG00000159216","ENST00000475045",21,34787801,36004667,-1,34887046,36004667,"RUNX1",17,41.54,"protein_coding","protein_coding",1216866,1117621
"ENSG00000226204","ENST00000449840",21,18953264,18967058,-1,18953264,18967058,"AL157359.3",1,33.35,"lincRNA","lincRNA",13794,13794
"ENSG00000154642","ENST00000284881",21,17788967,17819386,-1,17788967,17819386,"C21orf91",6,37.16,"protein_coding","protein_coding",30419,30419
"ENSG00000215562","ENST00000400583",21,13826696,13827627,1,13826696,13827627,"CNN2P7",1,57.94,"processed_pseudogene","processed_pseudogene",931,931
"ENSG00000273210","ENST00000608783",21,37365477,37365932,-1,37365477,37365932,"AP001437.1",1,47.15,"antisense","antisense",455,455
"ENSG00000235374","ENST00000429427",21,45070952,45074165,-1,45071733,45074165,"SSR4P1",3,58.09,"transcribed_processed_pseudogene","processed_transcript",3213,2432
"ENSG00000185186","ENST00000332440",21,43462094,43479534,-1,43462094,43478223,"LINC00313",7,54.68,"lincRNA","lincRNA",17440,16129
"ENSG00000230366","ENST00000454482",21,37208503,37221736,1,37208503,37221736,"DSCR9",5,45.81,"lincRNA","lincRNA",13233,13233
"ENSG00000160285","ENST00000356396",21,46188141,46228824,-1,46188141,46228822,"LSS",11,53.33,"protein_coding","protein_coding",40683,40681
"ENSG00000233300","ENST00000420241",21,27367014,27367947,-1,27367014,27367947,"EIF4A1P1",1,46.9,"processed_pseudogene","processed_pseudogene",933,933
"ENSG00000219592","ENST00000406229",21,27492118,27492261,1,27492118,27492261,"NCSTNP1",1,40.97,"processed_pseudogene","processed_pseudogene",143,143
"ENSG00000168122","ENST00000427301",21,13095305,13113790,-1,13095305,13113790,"ZNF355P",1,34.06,"unprocessed_pseudogene","unprocessed_pseudogene",18485,18485
"ENSG00000184900","ENST00000479153",21,44805617,44818779,-1,44805617,44818779,"SUMO3",6,54.29,"protein_coding","processed_transcript",13162,13162
"ENSG00000160221","ENST00000291577",21,44133605,44145723,1,44133605,44145723,"C21orf33",11,58.55,"protein_coding","protein_coding",12118,12118
"ENSG00000249624","ENST00000433395",21,33246774,33283212,1,33246774,33283212,"AP000295.9",2,44.41,"protein_coding","protein_coding",36438,36438
"ENSG00000160284","ENST00000330205",21,46161148,46184476,-1,46161148,46184476,"SPATC1L",2,50.77,"protein_coding","protein_coding",23328,23328
"ENSG00000231125","ENST00000457162",21,29058073,29060095,-1,29058073,29060095,"AF129075.5",1,40.43,"sense_intronic","sense_intronic",2022,2022
"ENSG00000274060","ENST00000616483",21,8249505,8249596,1,8249505,8249596,"MIR6724-2",1,83.7,"miRNA","miRNA",91,91
"ENSG00000283300","ENST00000637157",21,28743208,28743291,1,28743208,28743291,"U6",1,44.05,"snRNA","snRNA",83,83
